title,cites,year,pubid,id
Actitud lúdica y lenguajes expresivos en la educación de la primera infancia,26,2016,zYLM7Y9cAGgC,2-1759
Formación en el trabajo con familias para la educación de la primera infancia,23,2015,d1gkVwhDpl0C,2-1760
Las habilidades sociales en los ambientes escolares,20,2019,4TOpqqG69KYC,2-1761
Conocimiento de la didáctica del inglés en docentes de educación preescolar,18,2017,7PzlFSSx8tAC,2-1762
La formación integral de las maestras para la primera infancia: un reto inaplazable,13,2016,YsMSGLbcyi4C,2-1763
Una mirada hacia la consolidación de la educación preescolar y el saber pedagógico de los agentes educativos,13,2015,UeHWp8X0CEIC,2-1764
Dimensión estética en la enseñanza de la filosofía: posibilidades de sensibilización frente a la diversidad ideológica en el posconflicto colombiano,7,2019,ULOm3_A8WrAC,2-1765
La didáctica en profesores de educación parvularia o preescolar: Los casos de Colombia y Chile,7,2018,MXK_kJrjxJIC,2-1766
ENSEÑANZA DE LA LECTURA: DESENCUENTROS ENTRE TEORÍA Y PRÁCTICA,7,2012,2osOgNQ5qMEC,2-1767
Violencia intrafamiliar y pensamiento creativo: factores que inciden en la resolución de conflictos en la infancia,5,2019,9ZlFYXVOiuMC,2-1768
ENTRE LA OFERTA Y LA DEMANDA: EL IDIOMA INGLÉS VISTO COMO UNA BARRERA INVISIBLE QUE INTERFIERE EN EL ACCESO A LA LABOR DOCENTE DE LAS PROFESIONALES EN EDUCACIÓN INICIAL,4,2019,_kc_bZDykSQC,2-1769
Should an Effective Language Learning Be through the Development of Just One Language Skill?,3,2019,QIV2ME_5wuYC,2-1770
próxima,3,2015,W7OEmFMy1HYC,2-1771
Trabajando en equipo: múltiples perspectivas acerca del trabajo cooperativo y colaborativo,2,2021,vV6vV6tmYwMC,2-1772
Subjetividad y aprendizaje del inglés: experiencias vividas desde un programa de desarrollo profesional,2,2020,JV2RwH3_ST0C,2-1773
Influencia del proceso de inclusión a la inversa en el contexto educativo,2,2019,qUcmZB5y_30C,2-1774
Profesionales en educación inicial y sus procesos escriturales,2,2015,u5HHmVD_uO8C,2-1775
La paz en la diversidad: análisis sobre la inclusión a la inversa en contextos educativos,1,2021,NMxIlDl6LWMC,2-1776
La dimensión socio-afectiva y su trascendencia en la vida del niño,1,2020,blknAaTinKkC,2-1777
Global reading and writing methodology: analysis of a software implementation on first-graders https://www.revistaespacios.com/a19v40n39/19403905.html,1,2019,ZeXyd9-uunAC,2-1778
Influencia del proceso de inclusión a la inversa en el contexto educativo.,1,2019,HDshCWvjkbEC,2-1779
Formación en el trabajo con familias para la educación de la primera infancia,1,2015,35N4QoGY0k4C,2-1780
El habla y su desarrollo a través de la didáctica,0,2022,rO6llkc54NcC,2-1781
Inconexão ou desconhecimento: Profissionais de educação infantil ea didática de uma língua estrangeira,0,2022,SeFeTyx0c_EC,2-1782
Disconnection or unawareness: Professionals in preschool education and the didactic of a foreign language,0,2022,HoB7MX3m0LUC,2-1783
Inconexión o desconocimiento: Profesionales en educación preescolar y la didáctica de una lengua extranjera,0,2022,70eg2SAEIzsC,2-1784
"Ya se veía venir, pero aun así le hicieron caso a este chaval: consideraciones transtextuales del corona virus como proceso de soledad, transformación y vuelta al sentir de la …",0,2022,3s1wT3WcHBgC,2-1785
"Ya se veía venir, pero aun así le hicieron caso a este viejo conocido: consideraciones transtextuales del corona virus como proceso de soledad, transformación y vuelta al …",0,2022,ZHo1McVdvXMC,2-1786
Socio-Affective Dimension and its Transcendence in the Life of a Child,0,2021,ldfaerwXgEUC,2-1787
Todo lo que poseo anda conmigo: la traición como potencia del ser humano,0,2021,pqnbT2bcN3wC,2-1788
La formación pedagógica de los profesionales en educación inicial y su relación con los procesos didácticos  https://www.researchgate.net/publication …,0,2021,M05iB0D1s5AC,2-1789
Inconexión o desconocimiento: Profesionales en educación preescolar y la didáctica de una lengua extranjera Disconnection or Unawareness: Professionals in Preschool Education …,0,2021,2P1L_qKh6hAC,2-1790
About reading and writing: Contemporary tasks from diverse academic realities in early childhood education   https://www.funlam.edu.co/uploads/fondoeditorial …,0,2021,lSLTfruPkqcC,2-1791
Es algo predecible pero la irracionalidad los supera: un análisis lírico-crítico sobre el calentamiento global,0,2021,RYcK_YlVTxYC,2-1792
Es algo predecible pero la irracionalidad los supera: un análisis lírico-crítico sobre el calentamiento global  https://www.researchgate.net/publication …,0,2021,J_g5lzvAfSwC,2-1793
"VIII. Impactos del semillero artes, intermedialidad y educación (AIE): Asesorando una propuesta sobre la transmedialidad en Satanás de Mario Mendoza",0,2020,hFOr9nPyWt4C,2-1794
Sobre el vínculo afectivo y los procesos de aprendizaje en niños de 7 a 9 años de edad,0,2020,hC7cP41nSMkC,2-1795
Significación sobre la diferencia entre violencia y conflicto escolar: un estudio de caso sobre sujetos que han sufrido o generado violencia.,0,2020,GnPB-g6toBAC,2-1796
The use of non-authentic materials in fostering English reading comprehension,0,2020,YFjsv_pBGBYC,2-1797
EPIGRAMAS CON CIERTO RETINTÍN: UN ANÁLISIS LÍRICO-CRÍTICO SOBRE LA COLOMBIA CONTEMPORÁNEA https://www.researchgate.net/publication …,0,2020,M3NEmzRMIkIC,2-1798
Subjetividad y aprendizaje del inglés: experiencias vividas desde un programa de desarrollo profesional https://www.revistaespacios.com/a20v41n46/20414620.html,0,2020,maZDTaKrznsC,2-1799
Significación sobre la enseñanza de la lectura en inglés: prácticas de docentes en educación preescolar,0,2020,TFP_iSt0sucC,2-1800
Significación Sobre la Enseñanza de la Lectura en Inglés: Prácticas de Docentes en Educación Preescolar https://revistas.unilibre.edu.co/index.php/saber/article/view/6731,0,2020,iH-uZ7U-co4C,2-1801
"Artes, intermedialidad y educación: La influencia de un semillero de investigación en la ejecución de un proyecto referente a los libros-álbum en el Valle de Aburrá https://www …",0,2020,RHpTSmoSYBkC,2-1802
LA EPOPEYA: POEMAS ÉPICOS QUE  PONDERAN LA LABOR DEL PERSONAL DE  SALUD DURANTE LOS TIEMPOS DEL COVID- 19 https://www.editorialeidec.com/revista/index.php/GISST/article/view/84,0,2020,_Qo2XoVZTnwC,2-1803
"IMPACTOS DEL SEMILLERO ARTES, INTERMEDIALIDAD Y EDUCACIÓN (AIE): ASESORANDO UNA PROPUESTA SOBRE LA TRANSMEDIALIDAD EN SATANÁS DE MARIO MENDOZA https://www.editorialeidec.com …",0,2020,TQgYirikUcIC,2-1804
RETOS Y DESAFÍOS PERSPECTIVAS DE LA EDUCACIÓN Y LA EMPRESA (Challenges and Perspective Challenges of Education and Enterprise),0,2019,Wp0gIr-vW9MC,2-1805
¿Qué y cómo le digo? Saberes y concepciones de docentes en educación preescolar sobre el trabajo con padres https://www.researchgate.net/publication …,0,2019,4DMP91E08xMC,2-1806
RETOS Y DESAFÍOS PERSPECTIVAS DE LA EDUCACIÓN Y LA EMPRESA (Challenges and Challenges Outlook for Education and Business),0,2019,RGFaLdJalmkC,2-1807
¿Enseñar inglés a través de lenguajes expresivos? Representaciones emergentes a partir de una reflexión investigativa https://www.academia.edu/40998021/_Ense%C3%B1ar_ingl%C3 …,0,2019,ns9cj8rnVeAC,2-1808
Minería de texto aplicada al  análisis de la percepción del Bitcoin en Colombia https://www.funlam.edu.co/uploads/centroinvestigaciones …,0,2019,e5wmG9Sq2KIC,2-1809
Metodología global de  lectoescritura: hallazgos en la  implementación de un programa educativo a estudiantes de primer  grado https://www.funlam.edu.co/uploads …,0,2019,R3hNpaxXUhUC,2-1810
Gestión del conocimiento: perspectiva multidisciplinaria. Volumen 12,0,2019,dhFuZR0502QC,2-1811
Consideraciones frente a la didáctica de la intervención pedagógica con la primera infancia para el desarrollo del razonamiento lógico matemático https://www.researchgate.net …,0,2018,bEWYMUwI8FkC,2-1812
Taxonomía de Bloom en la formulación de objetivos para un proyecto de lectoescritura en inglés https://www.researchgate.net/publication …,0,2018,r0BpntZqJG4C,2-1813
Consideraciones frente a la didáctica de la intervención pedagógica con la primera infancia para el desarrollo del razonamiento lógico matemático https://www.researchgate.net …,0,2018,j3f4tGmQtD8C,2-1814
CONTEXTUALIZACIÓN LÍNEA DE INVESTIGACIÓN CONSTRUCCIONES INVESTIGATIVAS EN LENGUAS EXTRANJERAS (CILEX),0,2018,roLk4NBRz8UC,2-1815
Enseñanza de las TIC en programas de ingeniería de sistemas,0,2018,LkGwnXOMwfcC,2-1816
English Didactic Knowledge of Preschool Education Teachers,0,2017,WF5omc3nYNoC,2-1817
The context: an element of analysis for teaching,0,2016,Y0pCki6q_DkC,2-1818
Playful Attitude and Expressive Languages in Early Childhood Education,0,2016,Tyk-4Ss8FVUC,2-1819
Avances cuantitativos de investigación en educación inicial y su relación con la didáctica,0,2016,u-x6o8ySG0sC,2-1820
Avances cuantitativos de investigación en educación inicial y su relación con la didáctica,0,2016,g5m5HwL7SMYC,2-1821
Avances cuantitativos de investigacion en educacion inicial y su relacion con la didactica/Quantitative Advances of Research in Early Childhood Education and its Relation to …,0,2016,aqlVkmm33-oC,2-1822
Quantitative Advances of Research in Early Childhood Education and its Relation to Teaching,0,2016,IjCSPb-OGe4C,2-1823
Los procesos grupales y la convivencia en el preescolar,0,2015,5nxA0vEk-isC,2-1824
La Amistad: Análisis desde una Perspectiva Aristotélica,0,2013,hqOjcs7Dif8C,2-1825
"Recuperación crítica de los conceptos de familia, dinámica familiar y sus características",640,2012,u5HHmVD_uO8C,2-1826
El material didáctico para la construcción de aprendizajes significativos,273,2013,mVmsd5A6BfQC,2-1827
La agresividad infantil: una propuesta de intervención y prevención pedagógica desde la escuela,109,2011,u-x6o8ySG0sC,2-1828
Participación infantil... Historia de una relación de invisibilidad,86,2015,9yKSN-GCB0IC,2-1829
La dinámica familiar y estilos de crianza: pilares fundamentales en la dimensión socioafectiva,50,2019,5nxA0vEk-isC,2-1830
La participación infantil y juvenil en el aula. Una reflexión desde las narrativas docentes de una institución pública,34,2016,W7OEmFMy1HYC,2-1831
Concepciones adultas sobre participación infantil en relación con la toma de decisiones de los niños,26,2015,Y0pCki6q_DkC,2-1832
Sentimientos y pensamientos de jóvenes frente al acoso escolar: el suicidio como una alternativa,18,2019,kNdYIx-mwKoC,2-1833
La formación integral de las maestras para la primera infancia: un reto inaplazable,13,2016,eQOLeE2rZwMC,2-1834
Una mirada hacia la consolidación de la educación preescolar y el saber pedagógico de los agentes educativos,13,2015,d1gkVwhDpl0C,2-1835
Acercamiento a la historia de la educación en Colombia y el contexto social de Cartagena: Posibilidad para comprender las trayectorias escolares como resultado de las dinámicas …,11,2018,roLk4NBRz8UC,2-1836
Lenguaje y socialización en la primera infancia: propuesta didáctica para leer y escribir,9,2014,Zph67rFs4hoC,2-1837
Dinâmica interna familiar como espaço educativo para construir cidadania,5,2019,aqlVkmm33-oC,2-1838
Participación infantil,4,2013,Wp0gIr-vW9MC,2-1839
Adult conceptions of child participation in relation to decision-making for children,2,2015,UeHWp8X0CEIC,2-1840
Internal Family Dynamics as an Educational Opportunity for Constructing Citizenship,1,2019,M3ejUd6NZC8C,2-1841
Entrepreneurship as a culture: A strategy to strengthen citizenship skills and teamwork in early childhood?,1,2018,hqOjcs7Dif8C,2-1842
Promotion and Wage Categorization in Teachers. A Dignification Issue regarding Teacher's Work,1,2015,LkGwnXOMwfcC,2-1843
Children s participation... Story of an invisible relationship,1,2015,Tyk-4Ss8FVUC,2-1844
Agresividad infantil y escuela: una aproximación desde el punto de vista de los docentes,1,2013,zYLM7Y9cAGgC,2-1845
La calidad de la educación: una reflexión desde la gestión académica pedagógica,0,2020,YOwf2qJgpHMC,2-1846
"Contexto, didáctica y reflexión: desafíos para la Calidad Educativa",0,2020,_kc_bZDykSQC,2-1847
FEELINGS AND THOUGHTS OF TEENAGERS IN THE FACE OF SCHOOL BULLYING: SUICIDE AS AN ALTERNATIVE,0,2019,KlAtU1dfN6UC,2-1848
Approach to the history of education in Colombia and the social context of Cartagena: Ability to understand school careers as a result of the political dynamics,0,2018,Se3iqnhoufwC,2-1849
The context: an element of analysis for teaching,0,2016,WF5omc3nYNoC,2-1850
Pruebas de ascenso y reubicación salarial en maestros. Un problema de dignificación de la labor docente,0,2015,IjCSPb-OGe4C,2-1851
PROFESSIONAL DEVELOPMENT OF TEACHERS FOR YOUNG CHILDREN: A VIEW OF ARTICULATION BETWEEN THEIR KNOWING AND DOING,0,2014,_FxGoFyzp5QC,2-1852
Obesidad infantil: una consecuencia de las prácticas de crianza,0,2014,4DMP91E08xMC,2-1853
Niños visibilizados: una reflexión necesaria para pensar la participación infantil,0,2013,2osOgNQ5qMEC,2-1854
Concepciones de padres y agentes educativos sobre la participación infantil y su relación con la toma de decisiones de los niños,0,2013,qjMakFHDy7sC,2-1855
Children Aggressiveness: an Intervention and Pedagogical Prevention Proposal from School,0,2011,UebtZRa9Y70C,2-1856
Articulación semántica entre la pedagogía de la liberación de Freire y la literatura Latinoamérica de Eduardo Galeano para recuperar memoria e historia,0,2007,4TOpqqG69KYC,2-1857
"La dinámica familiar y estilos de crianza: pilares fundamentales en la dimensión socioafectiva. Hallazgos [online]. 2019, vol. 16, n. 32",0,1794,QIV2ME_5wuYC,2-1858
El emprendimiento como cultura:¿ una estrategia para potenciar las competencias ciudadanas y el trabajo en grupo en la primera infancia?,0,NA,3fE2CSJIrl8C,2-1859
"Prácticas educativas parentales: autoridad familiar, incidencia en el comportamiento agresivo infantil",125,2010,u5HHmVD_uO8C,2-1860
La dinámica familiar y estilos de crianza: pilares fundamentales en la dimensión socioafectiva,50,2019,2osOgNQ5qMEC,2-1861
Factores asociados a las preferencias alimentarias de los niños,28,2018,u-x6o8ySG0sC,2-1862
Acompañamiento en educación inicial: voces de sus protagonistas en apertura al cambio,9,2020,Se3iqnhoufwC,2-1863
Aproximación teórica a las estrategias de acompañamiento en el ambiente familiar y escolar,5,2020,eQOLeE2rZwMC,2-1864
"Recuperación crítica de los conceptos Critical Recovery of the Concepts of Family, Familiar Dynamics and their Features Récupération critique des concepts de dynamique …",5,2012,3fE2CSJIrl8C,2-1865
Percepciones de los estudiantes frente a la satisfacción personal desde el enfoque del desarrollo humano,4,2020,ufrVoPGSRksC,2-1866
Tránsito de la educación inicial a la básica primaria y su incidencia en el desarrollo del pensamiento creativo en la infancia,2,2019,UeHWp8X0CEIC,2-1867
Perspectivas investigativas sobre formación en cultura política en estudiantes universitarios,2,2019,9yKSN-GCB0IC,2-1868
Theoretical approach to accompaniment strategies in the family and school environment,1,2020,UebtZRa9Y70C,2-1869
Estratégias de Educação e Acompanhamento Familiar na Educação Precoce. Uma Revisão Teórica,0,2021,KlAtU1dfN6UC,2-1870
Strategies for Educational and Family Accompaniment in Early Education. A theoretical review,0,2021,kNdYIx-mwKoC,2-1871
Estrategias de Acompañamiento Educativo y Familiar en la Educación Inicial: una revisión teórica,0,2021,5nxA0vEk-isC,2-1872
Estrategias de acompañamiento de madres-docentes desde una visión bidireccional del ambiente familiar y escolar,0,2021,hqOjcs7Dif8C,2-1873
FACTORS ASSOCIATED WITH CHILDREN’S FOOD PREFERENCES,0,2018,d1gkVwhDpl0C,2-1874
SENTIDOS DE DESARROLLO QUE POSEEN LAS FAMILIAS EN CONDICIÓN DE DESPLAZAMIENTO,0,2015,zYLM7Y9cAGgC,2-1875
Tránsito de la educación inicial a la básica primaria y su incidencia en el desarrollo del pensamiento creativo en la infancia1,0,NA,Zph67rFs4hoC,2-1876
Estrategias de acompañamiento de madres-docentes desde una visión bidireccional del ambiente familiar y escolar,0,NA,8k81kl-MbHgC,2-1877
Support strategies for mothers-teachers from a two-way vision of the family and school,0,NA,0EnyYjriUFMC,2-1878
"Álvarez y Montoya/Cultura, Educación y Sociedad, vol. 11 no. 2, pp. 43-56, Julio-Diciembre, 2020 Percepciones de los estudiantes frente a la satisfacción personal desde el …",0,NA,_FxGoFyzp5QC,2-1879
Aproximación teórica a las estrategias de acompañamiento en el ambiente familiar y escolar Theoretical approach to accompaniment strategies in the family and school environment,0,NA,WF5omc3nYNoC,2-1880
"Guzmán y Álvarez/Cultura, Educación y Sociedad, vol. 11 no. 1, pp. 151-166, E nero-Junio, 2020 Aproximación teórica a las estrategias de acompañamiento en el ambiente familiar …",0,NA,YsMSGLbcyi4C,2-1881
"Prácticas educativas parentales: autoridad familiar, incidencia en el comportamiento agresivo infantil1 Parental educational practices: family authority, effect on the children …",0,NA,W7OEmFMy1HYC,2-1882
"CONTEXTUALIZACIÓN LÍNEA DE INVESTIGACIÓN INFANCIA, HISTORIA Y CULTURA",0,NA,Y0pCki6q_DkC,2-1883
Familia y escuela¿ diada necesaria para la construcción de ciudadanía?,0,NA,Tyk-4Ss8FVUC,2-1884
Wavelength and phase detection based SMS fiber sensors optimized with etching and nanodeposition,39,2017,Y0pCki6q_DkC,2-1885
Label-free wavelength and phase detection based SMS fiber immunosensors optimized with cladding etching,28,2018,eQOLeE2rZwMC,2-1886
Low cost heat-and-pull rig for manufacturing adiabatic optical fiber tapers,9,2014,u5HHmVD_uO8C,2-1887
Optical Fiber Immunosensors Optimized with Cladding Etching and ITO Nanodeposition,8,2018,WF5omc3nYNoC,2-1888
Refractive index desensitized optical fiber temperature sensor,6,2017,YsMSGLbcyi4C,2-1889
Nanomechanical characterization of a metal matrix composite reinforced with carbon nanotubes.,4,2020,roLk4NBRz8UC,2-1890
Etched and nanocoated SMS fiber sensor for detection of salinity concentration,4,2017,W7OEmFMy1HYC,2-1891
Diagnosis of COVID-19 and innovative alternative methods based on optic fiber immunosensor,3,2021,hqOjcs7Dif8C,2-1892
In-line fiber-optic viscometer for internal combustion engine lubricant oils,3,2014,d1gkVwhDpl0C,2-1893
Refractive Index Insensitive Temperature Sensor Based on an Optical Fiber Interferometer,1,2016,UeHWp8X0CEIC,2-1894
Dispersion Analysis of Silicon Carbide Nanoparticles in Polyvinyl Alcohol Polymeric Matrix by Electronic Microscopy Techniques,0,2022,KlAtU1dfN6UC,2-1895
Dark-field TEM study of the microstructural behavior in AZ31B/MWCNTs composites produced by the sandwich technique,0,2021,0EnyYjriUFMC,2-1896
Biosensor based on E-SMS Optical Fiber Structure for Detection of Anti BSA,0,2021,8k81kl-MbHgC,2-1897
Diagnóstico de COVID-19 y métodos alternativos innovadores basados en inmunosensores de fibra óptica.,0,2021,MXK_kJrjxJIC,2-1898
Diagnóstico de SARS-CoV-2 y métodos alternativos innovadores basados en fibra óptica.,0,2021,5nxA0vEk-isC,2-1899
Development and evaluation of polyvinyl alcohol films reinforced with carbon nanotubes and alumina for manufacturing hybrid metal matrix composites by the sandwich technique,0,2021,UebtZRa9Y70C,2-1900
Interfacial Analysis in AZ31B Magnesium Alloy Reinforced with Multiwalled Carbon Nanotubes,0,2019,LkGwnXOMwfcC,2-1901
Optical fiber immunosensors optimized with cladding etching and ITO nanodeposition,0,2018,_FxGoFyzp5QC,2-1902
All-fiber Tunable Multifunctional Device Based On Selectively Liquid-Crystal-Infiltrated Photonic Crystal Fiber,0,2014,u-x6o8ySG0sC,2-1903
Dispositivo completamente de fibra óptica basado en fibra de cristal fotónico con electrodos integrados e infiltrada selectivamente con cristales líquidos,0,2014,zYLM7Y9cAGgC,2-1904
Optical fiber sensors for measurements in life sciences,0,NA,kNdYIx-mwKoC,2-1905
Seguridad informática organizacional: un modelo de simulación basado en dinámica de sistemas,42,2017,_kc_bZDykSQC,2-1906
La adicción a la pornografía: causas y consecuencias,27,2017,KlAtU1dfN6UC,2-1907
Pronóstico De La Demanda Mensual De Electricidad Con Series De Tiempo,11,2016,ULOm3_A8WrAC,2-1908
Sistemas de Gestión de Contenidos (SGC): una revisión sistemática de literatura,11,2015,u-x6o8ySG0sC,2-1909
Forecasting Electricity Demand for Small Colombian Populations.,11,2015,u5HHmVD_uO8C,2-1910
Sentiment analysis on post conflict in Colombia: A text mining approach,9,2018,ZeXyd9-uunAC,2-1911
Necesidad de reconocimiento y síndrome de selfie: un análisis relacional basado en minería de datos,9,2017,Zph67rFs4hoC,2-1912
Learning Analytics and Scholar Dropout: A Predictive Model,8,NA,QIV2ME_5wuYC,2-1913
Depresión en estudiantes universitarios derivada del Covid-19: un modelo de clasificación,6,2021,D03iK_w7-QYC,2-1914
Impact of sport on social cognition: an analysis based on structural equational models,6,2020,ldfaerwXgEUC,2-1915
Vista de depresión en estudiantes universitarios derivada del Covid-19: un modelo de clasificación| Cuadernos Hispanoamericanos de Psicología,5,2021,XiSMed-E-HIC,2-1916
Aceptación del M-learning: Un Análisis de Sentimientos basado en Minería de Texto,4,2019,k_IJM867U9cC,2-1917
Análisis de sentimientos sobre el impacto social de proyectos de vivienda en américa latina: el caso un TECHO para mi país,4,2018,_Qo2XoVZTnwC,2-1918
Should an Effective Language Learning Be through the Development of Just One Language Skill?,3,2019,lSLTfruPkqcC,2-1919
The Femicide in Colombia and Mexico: A Text Mining Analysis,3,2018,qUcmZB5y_30C,2-1920
Modelo de simulación de estrategias de inversión para papicultores colombianos,3,2015,UeHWp8X0CEIC,2-1921
La ansiedad y la depresión derivadas del abuso de las redes sociales: un análisis relacional,2,2021,zA6iFVUQeVQC,2-1922
Frameworks para el desarrollo de prototipos WEB: Un caso de aplicación,2,2018,j3f4tGmQtD8C,2-1923
Learning analytics: a systematic literature review,2,2018,IWHjjKOFINEC,2-1924
Análisis del aprendizaje: una revisión sistemática de literatura.,2,2018,7PzlFSSx8tAC,2-1925
Minería de datos aplicada a la detección de la deserción en adolescentes infractores,2,2016,ufrVoPGSRksC,2-1926
Development of a general crowdsourcing maturity model,2,2016,WF5omc3nYNoC,2-1927
Sistema Experto para la Gestión de Daños en Vías Pavimentadas y en Afirmado,2,2016,W7OEmFMy1HYC,2-1928
Depression in university students derived from Covid-19: a classification model,1,2021,cFHS6HbyZ2cC,2-1929
Capacidades de aprendizaje en niños con autismo: un análisis relacional,1,2020,ZHo1McVdvXMC,2-1930
Global reading and writing methodology: analysis of a software implementation on first-graders,1,2019,vV6vV6tmYwMC,2-1931
"Mitos, leyendas y tradiciones en el Cementerio Patrimonial Junta de Beneficencia de la ciudad de Guayaquil",1,2016,RYcK_YlVTxYC,2-1932
Sistema Experto Para Prevenir De La Deserción Estudiantil En Universidades Colombianas,1,2014,Tyk-4Ss8FVUC,2-1933
Caracterización sistemática de la estructura de los mercados de derivados eléctricos a nivel mundial,1,2013,hC7cP41nSMkC,2-1934
Development of Large Photovoltaic Solar Energy Projects in South America,1,2013,zYLM7Y9cAGgC,2-1935
"Factores neonatales, maternos y procedimientos invasivos asociados a sepsis neonatal tardía en el periodo 2011-2020. Revisión sistemática y metaanálisis.: Neonatal, maternal …",0,2022,SP6oXDckpogC,2-1936
Objetos Virtuales de Aprendizaje: Un Análisis de Sentimientos,0,2022,738O_yMBCRsC,2-1937
Memoria de trabajo en escolares con dislexia: Un análisis relacional,0,2022,UxriW0iASnsC,2-1938
Phonological features in a school population with dyslexia: A structural equation model,0,2022,u9iWguZQMMsC,2-1939
Características fonológicas en población escolar con dislexia: Un modelo de ecuaciones estructurales,0,2022,KxtntwgDAa4C,2-1940
Machine learning aplicado al análisis del rendimiento de desarrollos de software,0,2022,dshw04ExmUIC,2-1941
Working memory in school children with dyslexia. A relational analysis,0,2022,uWQEDVKXjbEC,2-1942
Características de la Cognición Social en infractores de la ley: Revisión teórica,0,2022,abG-DnoFyZgC,2-1943
Predicción del rendimiento académico estudiantil con redes neuronales artificiales,0,2021,f2IySw72cVMC,2-1944
Aproximación al aprendizaje pedagógico en la discapacidad intelectual leve,0,2021,pyW8ca7W8N0C,2-1945
Desarrollo de un software para el entrenamiento neuropsicológico de jóvenes infractores de la ley con trastorno de la personalidad antisocial,0,2021,4OULZ7Gr8RgC,2-1946
Efectos de la actividad física sobre las funciones ejecutivas: Revisión sistemática,0,2021,fPk4N6BV_jEC,2-1947
"Neonatal, maternal and invasive procedures factors associated with late neonatal sepsis in the period 2011-2020 systematic review and meta-analysis",0,2021,Tiz5es2fbqcC,2-1948
Revisión sistemática de literatura sobre generación automática de ayudas en ejercicios de programación,0,2021,EUQCXRtRnyEC,2-1949
Características neurocognitivas del trastorno especifico del aprendizaje: una revisión sistemática,0,2021,yD5IFk8b50cC,2-1950
Intellectual Quotient and Social Cognition in Young Offenders: A Relational Analysis,0,2020,p2g8aNsByqUC,2-1951
Construcción de objetos virtuales de aprendizaje: un caso de aplicación,0,2020,OU6Ihb5iCvQC,2-1952
Structural Equation Model: an Analysis of Learning Management Systems Acceptance,0,2020,SeFeTyx0c_EC,2-1953
A Sentiment Analysis of Risperidone Use in the Autism Spectrum Disorder Treatment,0,2020,HoB7MX3m0LUC,2-1954
Clustering Applied to the Education: A K-means and Hierarchical Application,0,2020,pqnbT2bcN3wC,2-1955
A Comparative Analysis of the Anxiety in Offenders of the Law Based on Structural Equational Models,0,2020,M05iB0D1s5AC,2-1956
Investigación e innovación en Ingeniería de Software 3,0,2019,b0M2c_1WBrUC,2-1957
ROL DE LAS PLATAFORMAS EDUCATIVAS VIRTUALES EN LA ENSEÑANZA DE LAS INGENIERÍAS,0,2019,blknAaTinKkC,2-1958
Desarrollo de un modelo de ecuaciones estructurales para el análisis de la aceptación de plataformas educativas virtuales,0,2019,35N4QoGY0k4C,2-1959
Enseñanza del concepto de derivada con GEOGEBRA: una guía didáctica desde el aula de clase,0,2019,RGFaLdJalmkC,2-1960
Classification of Adolescent Offenders of the Law with Radial Neural Network Bases Function,0,2019,JV2RwH3_ST0C,2-1961
REVISIONES EN SEXOLOGÍA,0,2019,M3NEmzRMIkIC,2-1962
Investigación e Innovación en Ingeniería de Software,0,2018,_xSYboBqXhAC,2-1963
ENSEÑANZA DE LAS TIC EN PROGRAMAS DE INGENIERÍA DE SISTEMAS,0,2018,TQgYirikUcIC,2-1964
Frameworks for the development of WEB prototypes: An application case,0,2018,iH-uZ7U-co4C,2-1965
Artificial Neural Networks Applied to the Monitoring of Cost and Durations in Juvenile Reformatories,0,2018,L8Ckcad2t8MC,2-1966
Objetos virtuales de aprendizaje en la enseñanza de la física: un caso de aplicación/Virtual Learning Objects in the Teaching of Physics: a Case of Applying,0,2018,r0BpntZqJG4C,2-1967
Análisis de sentimientos sobre el impacto social de proyectos de vivienda en América Latina: el caso un TECHO para mi país (Colombia),0,2018,e5wmG9Sq2KIC,2-1968
Adicción al whatsapp. Una revisión de la literatura,0,2017,4JMBOYKVnBMC,2-1969
Pornografía y masturbación en la adolescencia Peligros y soluciones,0,2017,UebtZRa9Y70C,2-1970
MONTHLY FORECAST OF ELECTRICITY DEMAND WITH TIME SERIES,0,2016,qxL8FJ1GzNcC,2-1971
Développement d u'n modèle général de maturité de crowdsourcing,0,2016,bFI3QPDXJZMC,2-1972
Tutorial Learning and Updating System for PMP Aspirants,0,2016,mVmsd5A6BfQC,2-1973
y nivelación para aspirantes a PMP,0,2016,Wp0gIr-vW9MC,2-1974
Sistema tutorial de aprendizaje y nivelación para aspirantes a PMP,0,2016,9yKSN-GCB0IC,2-1975
Monthly Forecast of Electricity Demand with Time Series,0,2016,YOwf2qJgpHMC,2-1976
Construcción de un sistema de información para la medición de la efectividad del modelo pedagógico amigoniano,0,2016,kNdYIx-mwKoC,2-1977
Sistema para la gestión de información en centros de atención especializados del sistema de responsabilidad penal juvenil,0,2016,3fE2CSJIrl8C,2-1978
Observatorio estudiantil para la permanencia con calidad y prevención de la deserción estudiantil,0,2016,MXK_kJrjxJIC,2-1979
Mercados de derivados de energía a nivel mundial,0,2016,0EnyYjriUFMC,2-1980
Expert System for Both Pavement Damage Management and Compacted Roads,0,2016,Se3iqnhoufwC,2-1981
Dinámica de sistemas e inteligencia artificial aplicada,0,2016,eQOLeE2rZwMC,2-1982
Implementation of an Intelligent Tutorial System for Socioenvironmental Management Projects.,0,2015,qjMakFHDy7sC,2-1983
Modelo de simulación para la predicción de la población en centros de atención especializados para menores infractores,0,2015,8k81kl-MbHgC,2-1984
