"","title","cites","year","pubid"
"2243","Optimal design of the fat extraction process from the residue of the flesh derivative of the tanning process",0,2016,"eQOLeE2rZwMC"
"2244","Estimación de la entalpía de vaporización de sustancias puras como función de la temperatura y presión",0,2016,"KlAtU1dfN6UC"
"2245","A new generalized correlation for accurate vapor pressure",0,2016,"dhFuZR0502QC"
"2246","Nueva correlacion generalizada para estimar la presion de vapor/A new generalized correlation for accurate vapor pressure/Nova equacao generalizada para o calculo da pressao de …",0,2016,"kNdYIx-mwKoC"
"2247","Revisión de las características coloidales del carbón con el fin de optimizar los procesos de separación",0,2016,"qjMakFHDy7sC"
"2248","Diseño óptimo del proceso de extracción de grasa a partir del residuo de descarne derivado del proceso de curtición",0,2016,"9yKSN-GCB0IC"
"2249","Nuevo modelo simple y generalizado para estimar la presión de vapor de hidrocarburos ligeros",0,2016,"d1gkVwhDpl0C"
"2250","LA INVESTIGACIÓN",0,2014,"aqlVkmm33-oC"
"2251","MODELO PARA EL CÁLCULO DE LA VISCOSIDAD A PARTIR DE ECUACIONES CÚBICAS DE ESTADO",0,2014,"IjCSPb-OGe4C"
"2252","PREDICCIÓN DE LA VISCOSIDAD DE HIDROCARBUROS DE BAJO PESO MOLECULAR Y DIÓXIDO DE CARBONO A PARTIR DE LA ECUACIÓN DE ALI AKBAR",0,NA,"zYLM7Y9cAGgC"
"2253","Fiber Bragg grating strain sensor for hard rocks",4,2015,"u-x6o8ySG0sC"
"2254","Diagnosis of COVID-19 and innovative alternative methods based on optic fiber immunosensor",3,2021,"UeHWp8X0CEIC"
"2255","Manufacturing and reliability of a fiber Bragg grating strain sensor designed for uniaxial compression test of rocks",1,2019,"9yKSN-GCB0IC"
"2256","Geotechnical inclinometer based on FBG",1,2018,"d1gkVwhDpl0C"
"2257","Diagnóstico de COVID-19 y métodos alternativos innovadores basados en inmunosensores de fibra óptica.",0,2021,"IjCSPb-OGe4C"
"2258","Diagnóstico de SARS-CoV-2 y métodos alternativos innovadores basados en fibra óptica.",0,2021,"qjMakFHDy7sC"
"2259","Fabricación y confiabilidad de un sensor de deformación de redes de Bragg en fibra óptica para ensayos de compresión uniaxial de rocas/Manufacturing and reliability of a fiber …",0,2019,"2osOgNQ5qMEC"
"2260","Desarrollo y prueba de un inclinómetro basado en fibra óptica",0,2016,"u5HHmVD_uO8C"
"2261","Situaciones y retos de la investigación en Latinoamérica",15,2018,"_kc_bZDykSQC"
"2262","EXPERIENCIA EN EL USO DE LA PLATAFORMA SCHOOLOGY COMO ESTRATEGIA DE ACOMPAÑAMIENTO DOCENTE EN LOS CURSOS DE CIENCIAS BÁSICAS DE LA FUNLAM",7,2014,"2osOgNQ5qMEC"
"2263","LA INVESTIGACIÓN",0,2014,"9yKSN-GCB0IC"
"2264","COMPETENCIAS PEDAGÓGICAS EN TIC EN LA DOCENCIA UNIVERSITARIA",0,2013,"d1gkVwhDpl0C"
"2265","ENCUENTRO NACIONAL DE INVESTIGACIÓN",0,2013,"u-x6o8ySG0sC"
"2266","Uso de TIC en la investigación: Herramientas informáticas para la recolección y análisis de la información",0,NA,"YOwf2qJgpHMC"
"2267","Z. SMMMSSS",0,NA,"ufrVoPGSRksC"
"2268","Metodologías y métodos para la construcción de ontologías",53,2012,"u-x6o8ySG0sC"
"2269","Estudio comparativo de redes GPON y EPON",29,2009,"qjMakFHDy7sC"
"2270","Techno-economical comparison between GPON and EPON networks",24,2009,"u5HHmVD_uO8C"
"2271","Un caso práctico de aplicación de una metodología para laboratorios virtuales",7,2014,"d1gkVwhDpl0C"
"2272","Semántica para repositorios de objetos de aprendizaje",7,2014,"UebtZRa9Y70C"
"2273","Methodologies and methods for building ontologies",5,2012,"YOwf2qJgpHMC"
"2274","Análise Crítica de Plataformas GPON e EPON para Aplicação em Redes Ópticas de Acesso de Alta Capacidade",1,2008,"4TOpqqG69KYC"
"2275","Analise critica de plataformas GPON e EPON, para aplicação em redes opticas de acesso de alta capacidade",1,2008,"9yKSN-GCB0IC"
"2276","Ontologías para modelar la Investigación Científica en Ingeniería Civil",0,2015,"Se3iqnhoufwC"
"2277","LA INVESTIGACIÓN",0,2014,"Y0pCki6q_DkC"
"2278","CARACTERIZACIÓN DEL PERFIL PROFESIONAL DEL EGRESADO DE LA FUNLAM",0,2014,"Tyk-4Ss8FVUC"
"2279","PRUEBA RAZONAMIENTO CUANTITATIVO PARA ASPIRANTES DE LA FUNLAM",0,2013,"IjCSPb-OGe4C"
"2280","ENCUENTRO NACIONAL DE INVESTIGACIÓN",0,2013,"UeHWp8X0CEIC"
"2281","ANÁLISIS DE RESULTADOS PRUEBA SABER-PRO COMPETENCIAS GENÉRICAS EN LA FUNLAM",0,2013,"2osOgNQ5qMEC"
"2282","Ontologías para modelar la Investigación Científica en Ingeniería Civil",0,NA,"ULOm3_A8WrAC"
"2283","International Telecommunication Union. 2009 ITU-T Kaleidoscope Academic Conference: Innovations for Digital Inclusions",0,NA,"5nxA0vEk-isC"
"2284","Análisis de la competencia tecnológica en estudiantes de licenciatura en Educación Infantil",0,2021,"qjMakFHDy7sC"
"2285","TIC y el aprendizaje de matemáticas: caso en educación media",0,2021,"2osOgNQ5qMEC"
"2286","Incidencia del uso de TIC como estrategia para el fortalecimiento de competencias matemáticas en los estudiantes del grado once del municipio de Chigorodó.",0,2019,"d1gkVwhDpl0C"
"2287","LAS TIC COMO ESTRATEGIA DE APOYO EN LA ENSEÑANZA DE LA MATEMÁTICA",0,NA,"u-x6o8ySG0sC"
"2288","INFORME FINAL DE PROYECTOS DE INVESTIGACIÓN",0,NA,"u5HHmVD_uO8C"
"2289","Antecedentes del emprendimiento–caso colombiano.",12,2011,"lSLTfruPkqcC"
"2290","Libro blanco de la Ingeniería de Software en América Latina",10,2013,"9yKSN-GCB0IC"
"2291","Manifiesto por la Profesionalización del Desarrollo de Software",10,2013,"d1gkVwhDpl0C"
"2292","Un Acercamiento a datos abiertos en salud y su estado actual en Colombia",8,2018,"iH-uZ7U-co4C"
"2293","Estándares de plataformas Open Source usadas en E-learning",8,2015,"qjMakFHDy7sC"
"2294","La ingeniería del software en Estados Unidos y Canadá",8,2014,"4TOpqqG69KYC"
"2295","Desarrollo sostenible y responsabilidad social empresarial (RSE): un panorama integrador desde lo ambiental, social, tecnológico y económico",7,2019,"ns9cj8rnVeAC"
"2296","Big Data, herramienta para el desarrollo empresarial. UNACIENCIA",7,2018,"70eg2SAEIzsC"
"2297","El cuidado de la salud, la telemedicina y la telesalud",6,2013,"GnPB-g6toBAC"
"2298","Motivación de estudiantes de ingeniería en informática con énfasis en ingeniería de software: un estudio en universidades latinoamericanas",5,2020,"35N4QoGY0k4C"
"2299","El cuidado de la salud, la Telemedicina y la Telesalud",4,2013,"ZeXyd9-uunAC"
"2300","Diseño de una Aplicación Movil para Disminuir la Deserción Académica Mejorando la Gestión del Tiempo Libre",3,2015,"IjCSPb-OGe4C"
"2301","Motivación de estudiantes de ingeniería en informática con énfasis en ingeniería de software: un estudio en universidades latinoamericanas",2,2020,"rO6llkc54NcC"
"2302","Aplicación móvil para la mejora del rendimiento físico en gimnasio utilizando realidad aumentada",2,2017,"mB3voiENLucC"
"2303","Fortaleciendo la formación integral de ingenieros de sistemas a través de proyecto integrador",1,2020,"2P1L_qKh6hAC"
"2304","Alfabetización digital como herramienta para el envejecimiento activo en el adulto mayor",1,2017,"9ZlFYXVOiuMC"
"2305","Uso de Realidad Virtual en el Proceso de Aprendizaje de las Figuras Geométricas en Grupo de Estudiantes de Pregrado en Ingeniería de Sistemas de la Corporación Universitaria …",1,2017,"_kc_bZDykSQC"
"2306","Implementación de una arquitectura Open Health Data para la gestión y consumo de datos de salud",1,2017,"e5wmG9Sq2KIC"
"2307","Uso de realidad aumentada en el proceso de aprendizaje de las figuras geométricas en un grupo de estudiantes del pregrado en Ingeniería de Sistemas de la Corporación …",1,2017,"k_IJM867U9cC"
"2308","Implementación de una Arquitectura Open Health Data para la Gestión y Consumo de Datos de Salud",1,2016,"3fE2CSJIrl8C"
"2309","Implementación de una arquitectura Open Health Data para la gestión y consumo de datos de salud",1,2015,"Zph67rFs4hoC"
"2310","Aplicación móvil para Android del Sistema Virtual de Gestión Académica de la Corporación Universitaria Adventista",1,2015,"qUcmZB5y_30C"
"2311","Implementación del repositorio institucional y del sistema de revistas de la UNAC",1,2015,"vV6vV6tmYwMC"
"2312","Motivation of Informatics Engineering Students with Emphasis on Software Engineering: a Study in Latin-American Universities",0,2020,"3s1wT3WcHBgC"
"2313","Plan Estratégico de las Tecnologías de Información -PETI 2016-2019 Alcaldía de Bello",0,2019,"ldfaerwXgEUC"
"2314","Oportunidades y desafíos-una mirada holística a las iniciativas y proyectos en curso para ciudades inteligentes en Colombia y Medellín",0,2019,"J_g5lzvAfSwC"
"2315","Oportunidades y desafíos: una mirada holística a las iniciativas y proyectos en curso para ciudades inteligentes en Colombia y Medellín",0,2019,"RGFaLdJalmkC"
"2316","Diagnóstico y análisis del uso del sistema de información implementado por una Mipyme del sector comercial ubicada en la ciudad de Montería",0,2019,"M05iB0D1s5AC"
"2317","Desarrollo software con realidad aumentada enfocada a la actividad física UNAC saludable",0,2017,"R3hNpaxXUhUC"
"2318","Aplicación web para la clasificación de procedimientos en el laboratorio clínico de la IPS Adventista",0,2017,"HDshCWvjkbEC"
"2319","Aplicación web para diagnósticos del estilo de vida",0,2017,"dhFuZR0502QC"
"2320","Incidencia del déficit en cuenta corriente en la economía colombiana entre enero de 2014 y marzo de 2016",0,2017,"NaGl4SEjCO4C"
"2321","Planteamiento de arquitectura tecnológica para datos abiertos gubernamentales usando CKAN",0,2017,"maZDTaKrznsC"
"2322","Incidencia del déficit en cuenta corriente en la economía colombiana entre enero de 2014 y marzo de 2016",0,2017,"QIV2ME_5wuYC"
"2323","Frameworks para visualización y análisis de volúmenes de datos en Big Data usando modelamiento de ecuaciones estructurales",0,2017,"mVmsd5A6BfQC"
"2324","Big Data, herramienta para el desarrollo empresarial",0,2017,"Wp0gIr-vW9MC"
"2325","Fortalecimiento espiritual con las bienaventuranzas usando realidad aumentada",0,2017,"isC4tDSrTZIC"
"2326","DevOps Gestión del Ciclo de Vida del Software con open source",0,2016,"8k81kl-MbHgC"
"2327","Red de Apoyo a los Colegios Adventistas en Colombia en el Área de las TIC y su uso en las Aplicaciones para la Enseñanza de las Ciencias Básicas Potenciando la Investigación e …",0,2016,"KlAtU1dfN6UC"
"2328","Prototipo de OVA para el Aprendizaje de Vectores y Matrices",0,2016,"kNdYIx-mwKoC"
"2329","Desarrollo de Aplicación Movil Usando el Programa de Salud de los 8 Semanas para Preservar y Cuidar la Salud Mediante la Adquisicion de Habitos Saludables.",0,2016,"MXK_kJrjxJIC"
"2330","SIGES (Sistema Integral para la Gestión de Seguridad)",0,2016,"0EnyYjriUFMC"
"2331","Implementación de una arquitectura open health data para la gestión de datos de salud",0,2016,"L8Ckcad2t8MC"
"2332","Análisis sobre los ambientes de aprendizaje para la enseñanza y el aprendizaje del inglés",0,2016,"7PzlFSSx8tAC"
"2333","Requirements Engineering in Agile Development Methods Engenharia de Requisitos, em Métodos Ágeis de Desenvolvimento La Ingeniería de Requisitos en los Métodos de Desarrollo Agiles",0,2015,"ufrVoPGSRksC"
"2334","La ingeniería del software en Estados Unidos y Canadá",0,2015,"Tyk-4Ss8FVUC"
"2335","Implementación del repositorio institucional y del sistema de revistas de la UNAC",0,2015,"RYcK_YlVTxYC"
"2336","Ecosistema de aplicaciones para la gestión de urgencias y emergencias en el departamento de Antioquia-A123",0,2015,"hFOr9nPyWt4C"
"2337","Desarrollo de prototipo de sistema de información hospitalario integrado, interoperable para instituciones prestadoras de salud bajo la modalidad de telemedicina en el …",0,2015,"r0BpntZqJG4C"
"2338","La ingeniería de requisitos en los métodos de desarrollos ágiles",0,2015,"TQgYirikUcIC"
"2339","La ingeniería de requisitos en los métodos de desarrollos ágiles",0,2015,"UebtZRa9Y70C"
"2340","Diseño de un aplicativo web para el laboratorio de física y electrónica de la Facultad de Ingeniería",0,2015,"hqOjcs7Dif8C"
"2341","Developing Teamwork Skills in Computer Science Software Engineering Courses Desenvolvendo Habilidades de Trabalho em equipa em cursos de Engenharia de Software em Ciência da …",0,2015,"Y0pCki6q_DkC"
"2342","Recorrido histórico de la Ingeniería del Software en Estados Unidos y Canadá",0,2015,"zYLM7Y9cAGgC"
"2343","Deserción Académica y Uso del Tiempo libre en Jovenes Universitarios",0,2015,"2osOgNQ5qMEC"
"2344","Análisis de plataformas Open Source usadas en e-learning",0,2014,"u5HHmVD_uO8C"
"2345","Estrategias para la materialización de las políticas de responsabilidad social universitaria, en el marco de los programas regionalizados",14,2010,"eQOLeE2rZwMC"
"2346","¿ Educación intercultural? A propósito del fenómeno migratorio venezolano en Medellín",6,2021,"UebtZRa9Y70C"
"2347","La Reforma Rural Integral en el Acuerdo Final para la Terminación del Conflicto y la Construcción de una Paz Estable y Duradera desde el Enfoque de Equidad de Género para las …",5,2018,"u-x6o8ySG0sC"
"2348","Análisis de la Inserción Laboral y la Empleabilidad de los Egresados.¿ Condición de Calidad o imposición que distorsiona los sistemas de medición de calidad de la Educación …",4,2019,"d1gkVwhDpl0C"
"2349","Marco de referencia para reflexionar sobre la implementación del Acuerdo de Paz, desde el enfoque de equidad de género",4,2018,"W7OEmFMy1HYC"
"2350","Reflexiones sobre la ética en la investigación en el proceso formativo de la clínica jurídica"" circuitos coloniales del trabajo en el resguardo indígena de San Lorenzo.",1,2020,"4DMP91E08xMC"
"2351","Reflexiones sobre la ética en la investigación en el proceso formativo de la clínica jurídica “circuitos coloniales del trabajo en el resguardo indígena de San Lorenzo",1,2020,"YsMSGLbcyi4C"
"2352","Migración en la ciudad de Medellín: Aproximación a un diagnostico sobre el acceso a los derechos",1,2019,"MXK_kJrjxJIC"
"2353","Aspectos culturales del trámite de asuntos de derecho a los alimentos para descendientes",1,2018,"9yKSN-GCB0IC"
"2354","Informe final de la investigación:“Pertinencia e impacto social de la investigación jurídica: el caso del programa de derecho de la Universidad de Antioquia 1992-2009”",1,2013,"Se3iqnhoufwC"
"2355","Reflexión en torno a los indicadores de impacto social en la investigación jurídica y socio-jurídica",1,2012,"Y0pCki6q_DkC"
"2356","Mujeres Trabajadoras y Fuero de maternidad: Los obstáculos para su garantía en la era de la globalización",0,2022,"7PzlFSSx8tAC"
"2357","Derecho Ius Fundamental de las Mujeres a la Interrupción Voluntaria del Embarazo (IVE) en Condiciones de Accesibilidad, Calidad y Respeto",0,2022,"dhFuZR0502QC"
"2358","Evolution of research groups in the area of law in Colombia 2014-2020",0,2022,"L8Ckcad2t8MC"
"2359","Evolución de los grupos de investigación en el área del derecho en Colombia 2014-2020",0,2022,"QIV2ME_5wuYC"
"2360","Formación con perspectiva de género, una tarea pendiente. El caso de los asuntos de alimentos tramitados por el Consultorio Jurídico de la Universidad de Antioquia, Medellín",0,2021,"YOwf2qJgpHMC"
"2361","¿ Intercultural education? Examining the Venezuelan migratory phenomenon in Medellín",0,2021,"KlAtU1dfN6UC"
"2362","Formación con perspectiva de género, una tarea pendiente: El caso de los asuntos de alimentos tramitados por el Consultorio Jurídico de la Universidad de Antioquia, Medellín",0,2021,"Wp0gIr-vW9MC"
"2363","Las pruebas en derecho de familia, infancia y adolescencia desde un enfoque de equidad de género para las mujeres",0,2021,"4TOpqqG69KYC"
"2364","Reflexiones sobre la implementación del acuerdo de paz. Desde Enfoques de Género. Una mirada a los avances normativos de la reforma rural integral y la participación política …",0,2021,"Zph67rFs4hoC"
"2365","Agudización de la violencia intrafamiliar por el COVID-19. El caso de la ciudad de Medellín, Colombia",0,2020,"aqlVkmm33-oC"
"2366","Género y Derechos Humanos",0,2019,"qxL8FJ1GzNcC"
"2367","Dossier: Educación y neoliberalismo",0,2019,"UeHWp8X0CEIC"
"2368","Analysis of Labor Insertion and Employability of Graduates. Quality condition or imposition that distorts quality measurement systems of Higher Education?",0,2019,"hqOjcs7Dif8C"
"2369","Implementación de rutas de atención en violencias de género en la ciudad de Medellín, año 2019.",0,2019,"LkGwnXOMwfcC"
"2370","Quadro de referência para refletir sobre a implementação do Acordo de Paz a partir da abordagem de igualdade de gênero",0,2018,"mVmsd5A6BfQC"
"2371","Reference Framework to Reflect on the Peace Agreement Implementation from a Gender Equity Approach",0,2018,"u5HHmVD_uO8C"
"2372","Derecho",0,2018,"5nxA0vEk-isC"
"2373","El pregrado de Derecho de la Universidad de Antioquia. Un ejemplo de innovación",0,2017,"Tyk-4Ss8FVUC"
"2374","The Undergraduate Degree in Law at Universidad de Antioquia. An Example of Innovation",0,2017,"2osOgNQ5qMEC"
"2375","Strategies for the Implementation of Politics of Social Responsibility at the University, in the Marc of the Programs in the Regions",0,2010,"M3ejUd6NZC8C"
"2376","LAS PRuEBAS EN DERECHO DE FAMILIA, INFANCIA Y ADOLESCENCIA DESDE uN ENFOQuE DE EQuIDAD DE GÉNERO PARA LAS MuJERES",0,NA,"9ZlFYXVOiuMC"
"2377","Algunos problemas “públicos” de la contratación estatal en Colombia como componentes del enfoque de ciclo para la formulación de una política pública",44,2018,"2P1L_qKh6hAC"
"2378","La Enseñanza Clínica del Derecho: transformando la forma de enseñar y ejercer el Derecho",23,2008,"u-x6o8ySG0sC"
"2379","Fundamentos para la creación de una clínica jurídica en la FUNLAM como apoyo en la enseñanza práctica del derecho",20,2008,"JV2RwH3_ST0C"
"2380","La planeación urbana y la política de gestión de residuos sólidos en Medellín, cuestiones preliminares para un análisis jurídico y económico",17,2011,"RHpTSmoSYBkC"
"2381","La avenida torrencial de Mocoa, Putumayo¿ ejemplo de una retrospectiva sin punto final en la gestión del riesgo de desastres detonados por eventos naturales?",13,2018,"fPk4N6BV_jEC"
"2382","La enseñanza clínica del derecho a partir de la experiencia de la Clínica Jurídica de Interés Público UNAULA",12,2016,"HDshCWvjkbEC"
"2383","La enseñanza clínica del Derecho",10,2009,"1sJd4Hv_s6UC"
"2384","Gestión del riesgo de desastres, ordenamiento territorial, reasentamiento y reubicación: correlación desequilibrada para el ejercicio de derechos humanos desde retrospectivas …",9,2017,"fQNAKQ3IYiAC"
"2385","Revisión teórica de las políticas públicas para determinar componentes iniciales de un modelo para la planeación de la contratación del departamento de Antioquia",9,2016,"O3NaXMp0MMsC"
"2386","ENTRE VOCES FEMENINAS DE NEGRAS E INDÍGENAS: APORTES DESDE LA MEMORIA PARA LA CONSTRUCCIÓN DE UN POLÍTICA PÚBLICA DE PROTECCIÓN DEL TERRITORIO PARA MINORIAS EN ANTIOQUIA",9,2015,"ZeXyd9-uunAC"
"2387","¿ Por qué acudir a la literatura para recrear la configuración del perdón en el conflicto armado interno colombiano?",7,2018,"4OULZ7Gr8RgC"
"2388","El paisaje como determinante de superior jerarquía para los planes de ordenamiento territorial",5,2015,"mB3voiENLucC"
"2389","Aproximación constitucional e internacional al ambiente como determinante jurídico para los Planes de Ordenamiento Territorial (POT) en Colombia",5,2015,"9ZlFYXVOiuMC"
"2390","El agotamiento del Derecho de marca",5,2007,"u5HHmVD_uO8C"
"2391","El perdón como reconstructor de subjetividades y contextos",4,2018,"uWQEDVKXjbEC"
"2392","Aproximación al primer informe de ampliación para la comisión interamericana de derechos humanos-CIDH-: Gestión del riesgo de desastres naturales en Colombia como panorama …",4,2017,"J_g5lzvAfSwC"
"2393","Transición del ordenamiento territorial y tratamiento del recurso hídrico: algunos determinantes desde el caso de Medellín",4,2014,"Y0pCki6q_DkC"
"2394","La valorización a partir de la jurisprudencia del Consejo de Estado: Problemas jurídicos y elementos esenciales como contribución",4,2014,"_kc_bZDykSQC"
"2395","The displaced black women in the armed conflict in Colombia: Some memoirs of the victims",4,2012,"WF5omc3nYNoC"
"2396","Espacio y territorio: disociaciones jurídicas como factor de ingobernabilidad desde los poderes públicos en Colombia",4,2011,"pqnbT2bcN3wC"
"2397","Aplicabilidad de las disposiciones normativas del derecho urbano en relacin<U+0324> con el espacio y el territorio en Colombia (2000-2007)",4,2011,"_Qo2XoVZTnwC"
"2398","Acercamiento a modalidades de participación ciudadana y conflictos ambientales en el municipio de Sabaneta",4,2011,"qUcmZB5y_30C"
"2399","La Apropiación Social y Espacial de Vivienda de Interés Prioritario (VIP): Casos Las Flores y La Aurora en la Ciudad de Medellín",3,2020,"738O_yMBCRsC"
"2400","Perspectiva de género para la gestión del riesgo de desastres en el ordenamiento territorial municipal",3,2020,"XiSMed-E-HIC"
"2401","Política pública para víctimas del conflicto armado en Colombia desde las experiencias con mujeres negras desplazadas",3,2013,"YOwf2qJgpHMC"
"2402","Descripción jurídico conceptual de la vivienda para el ordenamiento jurídico colombiano",3,2012,"5nxA0vEk-isC"
"2403","Estado del arte sobre administración de justicia, justicia pública y privada, y guerra y justicia",3,2007,"B3FOqHPlNUQC"
"2404","Colombia: un conflicto crónico. Desarrollo de la crónica periodística como escenario del perdón en el conflicto armado colombiano",2,2021,"q3oQSFYPqjQC"
"2405","Amicus curiae de la Clínica Jurídica de Interés Público de la Universidad Autónoma Latinoamericana (UNAULA) en el proceso de acción popular del Plan Parcial de Naranjal de Medellín",2,2017,"k_IJM867U9cC"
"2406","Aproximaciones a la descentralización como fortaleza en la transición normativa de los POT y los gobiernos municipales",2,2016,"abG-DnoFyZgC"
"2407","Referencial de política pública de protección de territorios con indígenas de Urabá",2,2016,"TQgYirikUcIC"
"2408","De la indisciplina a la interdisciplinariedad del derecho¿ un círculo vicioso amparado por la investigación?",2,2013,"L8Ckcad2t8MC"
"2409","Propiedad y Ordenamiento Territorial como antecedentes constitucionales en la Política Pública de Planeación Urbana",2,2012,"d1gkVwhDpl0C"
"2410","Aproximación a la investigación como fundamento pedagógico orientador de la reevaluación del derecho como ciencia social",2,2011,"hC7cP41nSMkC"
"2411","Aplicabilidad de disposiciones del derecho urbano por parte de las curadurías urbanas, a partir de la naturaleza privada del espacio y la vivienda",2,2010,"QIV2ME_5wuYC"
"2412","El fenómeno de la integración subregional a partir del modelo de la Unión Europea y de la Comunidad Andina de Naciones",2,2005,"UeHWp8X0CEIC"
"2413","Colombia: investigación sociojurídica",1,2021,"XiVPGOgt02cC"
"2414","El incremento del riesgo por Covid-19 en Colombia a raíz del estado de la información para la prevención de desastres técnicamente previsibles",1,2020,"tS2w5q8j5-wC"
"2415","Capítulo 14: La participación ciudadana y la concertación social en el desarrollo de la movilidad urbana sostenible",1,2019,"UxriW0iASnsC"
"2416","El paisaje en el ordenamiento territorial de Medellín",1,2018,"SP6oXDckpogC"
"2417","Voces indígenas de Tagual La Pó como referencial de una política pública de protección de territorios",1,2016,"hFOr9nPyWt4C"
"2418","La jerarquía normativa urbana especial como referencial de política pública de planeación urbana en Colombia",1,2015,"YsMSGLbcyi4C"
"2419","Transición del ordenamiento territorial y tratamiento del recurso hídrico: algunos determinantes desde el caso de Medellín.(Transition of land and water treatment resource: The …",1,2014,"olpn-zPbct0C"
"2420","Género y gestión de riesgos: una propuesta desde la experiencia clínica en la coadyuvancia de la acción popular de la microcuenca La Picacha de Medellín",1,2014,"hqOjcs7Dif8C"
"2421","La interceptación de datos informáticos entre la licitud y lo delictual",1,2012,"9yKSN-GCB0IC"
"2422","Investigación en derecho: descripción y evaluación en la región pacífico de colombia 2008–2011",1,2012,"3fE2CSJIrl8C"
"2423","Los actores del escenario pedagógico como componente del modelo pedagógico para indisciplinar el derecho como ciencia",1,2011,"IWHjjKOFINEC"
"2424","Participación, construcción de ciudadanía e instituciones: conceptualizaciones para adelantar una investigación en el municipio de Sabaneta",1,2011,"_FxGoFyzp5QC"
"2425","Aplicabilidad de disposiciones normativas en relación al espacio y al territorio por las curadurías urbanas",1,2011,"W7OEmFMy1HYC"
"2426","Otras miradas sobre los derechos de acceso en asuntos ambientales a partir de los contenidos de la Constitución Ecológica de Colombia (Other Views on Access Rights in …",0,2022,"Mojj43d5GZwC"
"2427","Other Views on Access Rights in Environmental Matters Based on the Contents of Ecological Constitution of Colombia",0,2022,"AXPGKjj_ei8C"
"2428","Parámetros para orientar procesos informales de concertación en movilidad urbana sostenible en Colombia 1",0,2021,"V3AGJWp-ZtQC"
"2429","Transformaciones de la investigación jurídica y sociojurídica en derecho en tres subregiones andinas de Colombia",0,2021,"eMMeJKvmdy0C"
"2430","De narrativas de la violencia a narrativas del perdón: aproximación desde crónicas periodísticas Colombianas",0,2021,"sSrBHYA8nusC"
"2431","Una reflexión crítica sobre la enseñanza clínica del derecho como modelo pedagógico",0,2021,"geHnlv5EZngC"
"2432","Enseñanza y Aprendizaje Clínico del Derecho (EACD)-Investigación: integración para la educación jurídica",0,2021,"5Ul4iDaHHb8C"
"2433","El perdón como narrativa de víctimas y victimarios del conflicto armado interno colombiano",0,2020,"eflP2zaiRacC"
"2434","Reasentamiento y reubicación: supuestos por regular en un país donde sobran las normas",0,2019,"_xSYboBqXhAC"
"2435","Reasentamiento y reubicación: supuestos por regular en un país donde sobran las normas [1]",0,2019,"HE397vMXCloC"
"2436","Reasentamiento y reubicación: supuestos por regular en un país donde sobran las normas",0,2019,"tOudhMTPpwUC"
"2437","Convergencia de los determinantes jurídicos para los planes de ordenamiento territorial (POT) y la planeación de la contratación estatal: problemas públicos para una política …",0,2019,"EUQCXRtRnyEC"
"2438","Bosnia Herzegovina: un reflejo para la construcción del perdón en el conflicto de Colombia",0,2019,"a0OBvERweLwC"
"2439","La fenomenología jurídica como enfoque para el fortalecimiento de la investigación y de los procesos de enseñanza y aprendizaje del Derecho",0,2018,"u9iWguZQMMsC"
"2440","Reflejos para la construcción del perdón en el conflicto armado interno de Colombia",0,2018,"D03iK_w7-QYC"
"2441","El paisaje en el ordenamiento territorial de Medellín",0,2018,"yD5IFk8b50cC"
"2442","Gestión del riesgo en Colombia: Derechos humanos en procesos de reasentamiento de población vulnerable",0,2018,"xtRiw3GOFMkC"
"2443","Reasentamiento y reubicación: Deudas jurídicas en la gestión del riesgo de desastres en el ordenamiento territorial de las ciudades en Colombia",0,2018,"dshw04ExmUIC"
"2444","Approximation to the first report on extension for the inter-american commission on human rights Interamerican Comission on Human Rights-IACHR: Managing the risk of natural …",0,2017,"p2g8aNsByqUC"
"2445","Coadyuvancia de la Clínica Jurídica de Interés Público de la Universidad Autónoma Latinoamericana (UNAULA) a favor de la parte actora en un proceso de reparación directa por …",0,2017,"isC4tDSrTZIC"
"2446","Voces indígenas antioqueñas para una política pública de protección del territorio",0,2017,"Y5dfb0dijaUC"
"2447","Voces indígenas de Antioquia: referenciales de política pública de protección de territorios como un aporte a la paz",0,2017,"TFP_iSt0sucC"
"2448","EDUCACIÓN EN LA INCERTIDUMBRE: REFLEXIONES TEÓRICO-PRÁCTICAS EN LA FORMACIÓN JURÍDICA",0,2016,"M05iB0D1s5AC"
"2449","Theoretical Revision of Public Policies to Determine Initial Components of a Model for Planning Contracting of the Antioquia Department",0,2016,"5ugPr518TE4C"
"2450","La Universidad Autónoma Latinoamericana será sede del VI Encuentro Nacional de Clínicas Jurídicas de Colombia",0,2015,"Tiz5es2fbqcC"
"2451","Reconstrucción normativa sobre gestión del riesgo 1970-1989: componente clínico para un informe de ampliación a la CIDH sobre derechos humanos en poblaciones propensas a …",0,2015,"ULOm3_A8WrAC"
"2452","LEGAL PROBLEMS AND ESCENTIAL ELEMENTS OF THE VALUATION CONTRIBUTION FROM THE LAWS OF THE STATE COUNCIL IN COLOMBIA",0,2015,"IjCSPb-OGe4C"
"2453","CONSTRUCTION OF REFERENCE OF PUBLIC POLICY FOR THE DEFENSE OF LAND ON INDIGENOUS PEOPLES OF THE SUBREGION OF URABÁ, COLOMBIA",0,2015,"2osOgNQ5qMEC"
"2454","Más allá de la lengua normada: voces indígenas de la subregión de Urabá para el referencial de una política pública de protección del territorio",0,2015,"b0M2c_1WBrUC"
